"","countryfreq","categoryfreq","investmentaffinity","fundingaffinity","milestones","timeinmilestone","relationships","outcome"
"174",0.00318267625629905,0.0588951120957299,0,0,0,-1,2,0
"175",0.0163034151364338,0.0588951120957299,0,0,0,-1,0,0
"176",0.00424356834173206,0.0588951120957299,0,0,3,625,4,0
"177",0.0078786838697599,0.0588951120957299,0,0,1,791,2,0
"178",0.578092578435808,0.0588951120957299,0,0,1,0,2,0
"179",0.578092578435808,0.0588951120957299,0,0,0,-1,0,0
"180",0.0812050485982183,0.0588951120957299,0,1.77225614154734e-138,2,1510,4,1
"181",0.0126058941916158,0.0588951120957299,0,0,2,2100,6,0
"182",0.578092578435808,0.0588951120957299,0,0,1,884,2,0
"183",0.578092578435808,0.0588951120957299,0,0,0,-1,0,0
"184",0.578092578435808,0.0588951120957299,0,0,2,1108,6,0
"185",0.00558528480272088,0.0588951120957299,0,0,1,0,1,0
"186",0.0812050485982183,0.0588951120957299,0,0,0,-1,1,0
"187",0.578092578435808,0.0588951120957299,0,0,1,5844,17,1
"188",0.578092578435808,0.0588951120957299,0,0,1,0,2,0
"189",0.00513284553099209,0.0588951120957299,0,0,0,-1,0,0
"190",0.578092578435808,0.0588951120957299,0,0,1,349,8,0
"191",0.0812050485982183,0.0588951120957299,0,0,0,-1,0,0
"192",0.0197981184766838,0.0588951120957299,0,0,0,-1,0,0
"193",0.578092578435808,0.0588951120957299,0,0,1,1826,13,0
"194",0.578092578435808,0.0588951120957299,0,2.28503514928863e-68,3,943,17,1
"195",0.0422952712295427,0.0588951120957299,0,0,1,1572,2,1
"196",0.578092578435808,0.0588951120957299,0,0,2,1089,14,0
"197",0.0422952712295427,0.0588951120957299,0,0,0,-1,0,0
"198",0.578092578435808,0.0588951120957299,0,0,1,0,1,0
"199",0.578092578435808,0.0588951120957299,0,0,2,4503,16,0
"200",0.0197981184766838,0.0588951120957299,0,9.29779437487158e-173,0,-1,2,0
"201",0.578092578435808,0.0588951120957299,0,0,0,-1,0,0
"202",0.0140100160693948,0.0588951120957299,0,0,0,-1,0,0
"203",0.0812050485982183,0.0588951120957299,0,0,1,988,10,0
"204",0.0197981184766838,0.0588951120957299,0,0,3,3134,25,1
"205",0.578092578435808,0.0588951120957299,0,0,1,0,1,0
"206",0.578092578435808,0.0588951120957299,0,1.20102569248794e-280,2,871,2,0
"207",0.0812050485982183,0.0588951120957299,0,0,1,3266,3,0
"208",0.578092578435808,0.0588951120957299,0,0,0,-1,0,0
"209",0.578092578435808,0.0588951120957299,0,1.79120519258245e-140,1,0,3,0
"210",0.578092578435808,0.0588951120957299,0,0,0,-1,2,0
"211",0.0812050485982183,0.0588951120957299,0,0,0,-1,0,0
"212",0.578092578435808,0.0588951120957299,0,0,1,516,3,0
"213",0.578092578435808,0.0588951120957299,0,0,1,0,3,0
"214",0.000998486668642838,0.0588951120957299,0,0,0,-1,2,0
"215",0.578092578435808,0.0588951120957299,0,0,2,719,9,0
"216",0.578092578435808,0.0588951120957299,0,0,1,320,0,0
"217",0.00240260854642183,0.0588951120957299,0,0,0,-1,2,0
"218",0.0812050485982183,0.0588951120957299,0,0,0,-1,0,0
"219",0.000842473126667395,0.0588951120957299,0,0,0,-1,0,0
"220",0.578092578435808,0.0588951120957299,0,0,3,1295,7,0
"221",0.022153922960513,0.0588951120957299,0,0,1,0,1,0
"222",0.578092578435808,0.0588951120957299,0,0,1,4202,1,0
"223",0.578092578435808,0.0588951120957299,0,0,1,334,4,0
"224",0.0479117587406587,0.0588951120957299,0,0,0,-1,1,0
"225",0.0812050485982183,0.0588951120957299,0,0,0,-1,2,0
"226",0.0422952712295427,0.0588951120957299,0,0,1,0,3,0
"227",0.578092578435808,0.0588951120957299,0,2.40973397592898e-07,2,164,2,1
"228",0.578092578435808,0.0588951120957299,0,0,4,4619,16,1
"229",0.578092578435808,0.0588951120957299,0,0,0,-1,3,0
"230",0.578092578435808,0.0588951120957299,0,0,0,-1,0,0
"231",0.0140100160693948,0.0588951120957299,0,0,2,4896,2,0
"232",0.0812050485982183,0.0588951120957299,0,0,0,-1,0,0
"233",0.578092578435808,0.0588951120957299,0,1.57545646482981e-114,1,183,4,0
"234",0.0140100160693948,0.0588951120957299,0,0,0,-1,8,0
"235",0.578092578435808,0.0588951120957299,0,0,1,284,5,0
"236",0.00102968937703793,0.0588951120957299,0,0,0,-1,0,0
"237",0.578092578435808,0.0588951120957299,0,0,5,2467,35,1
"238",0.0479117587406587,0.0588951120957299,0,0,0,-1,1,0
"239",0.578092578435808,0.0588951120957299,0,0,0,-1,0,0
"240",0.578092578435808,0.0588951120957299,0,0,0,-1,0,0
"241",0.578092578435808,0.0588951120957299,0,0,1,1461,3,0
"242",0.578092578435808,0.0588951120957299,0,0,4,2925,17,1
"243",0.578092578435808,0.0588951120957299,0,0,0,-1,4,0
"244",0.0422952712295427,0.0588951120957299,0,0,1,1461,1,0
"245",0.0422952712295427,0.0588951120957299,0,0,0,-1,4,0
"246",0.00435277782111487,0.0588951120957299,0,0,0,-1,0,0
"247",0.578092578435808,0.0588951120957299,0,0,3,4334,3,0
"248",0.578092578435808,0.0588951120957299,0,0,4,2192,26,0
"249",0.578092578435808,0.0588951120957299,0,0,0,-1,0,0
"250",0.578092578435808,0.0588951120957299,0,0,0,-1,5,0
"251",0.0074574473064262,0.0588951120957299,0,0,2,912,1,0
"252",0.578092578435808,0.0588951120957299,0,0,2,2267,0,0
"253",0.578092578435808,0.0588951120957299,0,0,0,-1,0,0
"254",0.0812050485982183,0.0588951120957299,0,0,1,0,1,0
"255",0.00424356834173206,0.0588951120957299,0,1.08598484466253e-109,2,151,5,0
"256",0.578092578435808,0.0588951120957299,0,0,1,5530,3,0
"257",0.578092578435808,0.0588951120957299,0,0,1,1035,6,0
"258",0.0078786838697599,0.0588951120957299,0,726950,1,457,2,0
"259",0.578092578435808,0.0588951120957299,0,0,1,456,1,0
"260",0.578092578435808,0.0588951120957299,0,0,0,-1,1,0
"261",0.578092578435808,0.0588951120957299,0,0,1,7152,1,0
"262",0.0104841100207498,0.0588951120957299,0,0,1,1096,2,0
"263",0.578092578435808,0.0588951120957299,0,0,0,-1,4,0
"264",0.578092578435808,0.0588951120957299,0,0,1,1735,6,0
"265",0.0422952712295427,0.0588951120957299,0,490000,1,0,2,0
"266",0.578092578435808,0.0588951120957299,0,0,0,-1,5,0
"267",0.578092578435808,0.0588951120957299,0,0,0,-1,1,0
"268",0.00605332542864721,0.0588951120957299,0,0,0,-1,1,0
"269",0.578092578435808,0.0588951120957299,0,0,2,2091,28,0
"270",0.578092578435808,0.0588951120957299,0,0,1,0,2,0
"271",0.578092578435808,0.0588951120957299,0,0,0,-1,1,0
"272",0.0422952712295427,0.0588951120957299,0,2.17756460544508e-234,2,912,2,0
"273",0.578092578435808,0.0588951120957299,0,0,1,354,2,0
"274",0.0812050485982183,0.0588951120957299,0,0,0,-1,0,0
"275",0.00747304866062374,0.0588951120957299,0,0,1,1704,5,0
"276",0.578092578435808,0.0588951120957299,0,0,0,-1,0,0
"277",0.578092578435808,0.0588951120957299,0,NA,0,-1,3,0
"278",0.578092578435808,0.0588951120957299,0,0,1,2891,4,0
"279",0.00605332542864721,0.0588951120957299,0,50000,1,0,2,0
"280",0.000748865001482129,0.0588951120957299,0,0,0,-1,0,0
"281",0.578092578435808,0.0588951120957299,0,0,0,-1,9,1
"282",0.578092578435808,0.0588951120957299,0,0,0,-1,1,0
"283",0.0422952712295427,0.0588951120957299,0,0,0,-1,1,0
"284",0.0479117587406587,0.0588951120957299,0,0,2,853,2,0
"285",0.578092578435808,0.0588951120957299,0,0,0,-1,9,0
"286",0.578092578435808,0.0588951120957299,0,0,1,0,1,0
"287",0.0197981184766838,0.0588951120957299,0,0,0,-1,0,0
"288",0.578092578435808,0.0588951120957299,0,3.79747403062261e-88,1,396,2,0
"289",0.578092578435808,0.0588951120957299,0,0,0,-1,3,0
"290",0.578092578435808,0.0588951120957299,0,0,0,-1,1,0
"291",0.578092578435808,0.0588951120957299,0,0,1,60,6,0
"292",0.0422952712295427,0.0588951120957299,0,0,1,2557,4,0
"293",0.0812050485982183,0.0588951120957299,0,0,1,61,1,0
"294",0.578092578435808,0.0588951120957299,0,0,0,-1,1,0
"295",0.578092578435808,0.0588951120957299,0,0,1,2394,2,0
"296",0.578092578435808,0.0588951120957299,0,0,1,0,1,0
"297",0.578092578435808,0.0588951120957299,0,5.98943224660286e-27,4,839,9,0
"298",0.578092578435808,0.0588951120957299,0,0,1,0,1,0
"299",0.578092578435808,0.0588951120957299,0,0,1,0,1,0
"300",0.578092578435808,0.0588951120957299,0,0,0,-1,0,0
"301",0.578092578435808,0.0588951120957299,0,0,1,243,4,0
"302",0.578092578435808,0.0588951120957299,0,0,3,1219,3,0
"303",0.578092578435808,0.0588951120957299,0,0,0,-1,0,0
"304",0.0422952712295427,0.0588951120957299,0,0,1,0,1,0
"305",0.578092578435808,0.0588951120957299,0,0,0,-1,0,0
"306",0.578092578435808,0.0588951120957299,0,0,0,-1,3,1
"307",0.00234020312963165,0.0588951120957299,0,0,1,2880,4,0
"308",0.00747304866062374,0.0588951120957299,0,0,2,75,1,0
"309",0.578092578435808,0.0588951120957299,0,0,0,-1,0,0
"310",0.578092578435808,0.0588951120957299,0,0,1,0,1,0
"311",0.578092578435808,0.0588951120957299,0,0,0,-1,1,0
"312",0.578092578435808,0.0588951120957299,0,0,3,862,6,0
"313",0.000998486668642838,0.0588951120957299,0,0,0,-1,0,0
"314",0.578092578435808,0.0588951120957299,0,0,3,1925,10,0
"315",0.00424356834173206,0.0588951120957299,0,0,0,-1,0,0
"316",0.578092578435808,0.0588951120957299,0,0,0,-1,11,0
"317",0.578092578435808,0.0588951120957299,0,0,2,2384,19,0
"318",0.0812050485982183,0.0588951120957299,0,0,0,-1,0,0
"319",0.0126058941916158,0.0588951120957299,0,0,0,-1,3,0
"320",0.578092578435808,0.0588951120957299,0,0,1,243,3,0
"321",0.578092578435808,0.0588951120957299,0,0,1,8,2,0
"322",0.578092578435808,0.0588951120957299,0,0,2,1127,10,0
"323",0.00196577062889059,0.0588951120957299,0,0,0,-1,0,0
"324",0.578092578435808,0.0588951120957299,0,0,1,730,1,0
"325",0.0479117587406587,0.0588951120957299,0,0,0,-1,8,0
"326",0.578092578435808,0.0588951120957299,0,0,0,-1,0,0
"327",0.578092578435808,0.0588951120957299,0,0,1,1096,1,0
"328",0.578092578435808,0.0588951120957299,0,0,0,-1,1,0
"329",0.0140100160693948,0.0588951120957299,0,0,0,-1,3,0
"330",0.578092578435808,0.0588951120957299,0,0,2,1886,28,0
"331",0.0812050485982183,0.0588951120957299,0,0,1,730,2,0
"332",0.578092578435808,0.0588951120957299,0,0,2,1218,9,1
"333",0.0812050485982183,0.0588951120957299,0,0,1,0,2,0
"334",0.578092578435808,0.0588951120957299,0,0,0,-1,0,0
"335",0.578092578435808,0.0588951120957299,0,0,1,0,2,0
"336",0.578092578435808,0.0588951120957299,0,0,0,-1,0,0
"337",0.578092578435808,0.0588951120957299,0,0,0,-1,0,0
"338",0.578092578435808,0.0588951120957299,0,0,0,-1,7,0
"339",0.578092578435808,0.0588951120957299,0,0,2,3731,2,0
"340",0.578092578435808,0.0588951120957299,0,0,0,-1,0,0
"341",0.578092578435808,0.0588951120957299,0,1.51874237192505e-153,1,1065,6,0
"342",0.578092578435808,0.0588951120957299,0,0,1,9041,9,0
"343",0.0812050485982183,0.0588951120957299,0,0,0,-1,1,0
"344",0.0422952712295427,0.0588951120957299,0,0,1,0,1,0
"345",0.578092578435808,0.0588951120957299,0,0,3,5705,49,1
"346",0.578092578435808,0.0588951120957299,0,0,1,0,1,0
"347",0.578092578435808,0.0588951120957299,0,0,0,-1,1,0
"348",0.0812050485982183,0.0588951120957299,0,0,1,365,1,0
"349",0.0163034151364338,0.0588951120957299,0,0,1,0,2,0
"350",0.578092578435808,0.0588951120957299,0,0,0,-1,0,0
"351",0.00485202115543629,0.0588951120957299,0,0,0,-1,2,0
"352",0.578092578435808,0.0588951120957299,0,0,0,-1,0,0
"353",0.578092578435808,0.0588951120957299,0,0,0,-1,1,0
"354",0.578092578435808,0.0588951120957299,0,0,1,0,3,0
"355",0.578092578435808,0.0588951120957299,0,0,0,-1,0,0
"356",0.578092578435808,0.0588951120957299,0,0,0,-1,4,0
"357",0.578092578435808,0.0588951120957299,0,0,1,4807,16,1
"358",0.0140100160693948,0.0588951120957299,0,0,1,42,5,0
"359",0.0078786838697599,0.0588951120957299,0,25996,1,0,1,0
"360",0.578092578435808,0.0588951120957299,0,0,1,2861,1,0
"361",0.00255862208839727,0.0588951120957299,0,0,0,-1,0,0
"362",0.578092578435808,0.0588951120957299,0,0,1,670,14,0
"363",0.578092578435808,0.0588951120957299,0,0,3,3427,24,0
"364",0.00513284553099209,0.0588951120957299,0,0,1,62,1,0
"365",0.0479117587406587,0.0588951120957299,0,0,0,-1,0,0
"366",0.578092578435808,0.0588951120957299,0,0,1,744,3,0
"367",0.578092578435808,0.0588951120957299,0,1.87152459376803e-09,1,0,3,0
"368",0.00127931104419864,0.0588951120957299,0,3.79295983775446e-14,1,203,3,0
"369",0.0197981184766838,0.0588951120957299,0,0,1,0,1,0
"370",0.578092578435808,0.0588951120957299,0,0,1,13149,13,0
"371",0.0812050485982183,0.0588951120957299,0,0,0,-1,2,0
"372",0.000327628438148431,0.0588951120957299,0,0,0,-1,1,0
"373",0.578092578435808,0.0588951120957299,0,0,3,2192,19,0
"374",0.578092578435808,0.0588951120957299,0,0,1,3438,5,1
"375",0.578092578435808,0.0588951120957299,0,0,0,-1,0,0
"376",0.0812050485982183,0.0588951120957299,0,0,1,3957,5,0
"377",0.578092578435808,0.0588951120957299,0,0,0,-1,1,0
"378",0.578092578435808,0.0588951120957299,0,0,1,2922,2,0
"379",0.578092578435808,0.0588951120957299,0,0,2,1379,2,0
"380",0.578092578435808,0.0588951120957299,0,5.35746945021056e-258,1,15,3,0
"381",0.578092578435808,0.0588951120957299,0,0,0,-1,0,0
"382",0.578092578435808,0.0588951120957299,0,0,0,-1,3,1
"383",0.00241820990061937,0.0588951120957299,0,0,1,2,2,0
"384",0.0812050485982183,0.0588951120957299,0,0,0,-1,0,0
"385",0.0126058941916158,0.0588951120957299,1.67702031860153e-200,1.49863654014915e-115,1,96,14,0
"386",0.578092578435808,0.0588951120957299,0,0,2,2404,11,0
"387",0.00747304866062374,0.0588951120957299,0,0,1,0,2,0
"388",0.578092578435808,0.0588951120957299,0,0,2,1346,21,0
"389",0.00747304866062374,0.0588951120957299,0,0,0,-1,0,0
"390",0.0422952712295427,0.0588951120957299,0,0,0,-1,0,0
"391",0.578092578435808,0.0588951120957299,0,0,0,-1,0,0
"392",0.000280824375555798,0.0588951120957299,0,0,0,-1,4,0
"393",0.578092578435808,0.0588951120957299,0,4.83497412420092e-35,1,0,4,0
"394",0.578092578435808,0.0588951120957299,0,0,0,-1,0,0
"395",0.0197981184766838,0.0588951120957299,0,0,1,365,5,0
"396",0.0479117587406587,0.0588951120957299,0,0,0,-1,0,0
"397",0.0812050485982183,0.0588951120957299,0,0,0,-1,0,1
"398",0.578092578435808,0.0588951120957299,0,0,1,989,11,0
"399",0.578092578435808,0.0588951120957299,0,0,0,-1,0,1
"400",0.0126058941916158,0.0588951120957299,0,0,1,731,2,0
"401",0.578092578435808,0.0588951120957299,0,0,1,3226,2,0
"402",0.0812050485982183,0.0588951120957299,0,0,1,2,2,0
"403",0.578092578435808,0.0588951120957299,0,0,0,-1,0,0
"404",0.578092578435808,0.0588951120957299,0,2.75861413310505e-191,2,1070,7,0
"405",0.578092578435808,0.0588951120957299,0,0,1,390,1,0
"406",0.578092578435808,0.0588951120957299,0,0,1,31,2,0
"407",0.578092578435808,0.0588951120957299,0,0,0,-1,0,0
"408",0.00733263647284584,0.0588951120957299,0,1.54970295841055e-249,1,0,4,0
